match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,game_score_lead,set_score_lead,ace,winner,double_fault,unf_err,net_pt,net_pt_won,break_pt,break_pt_won,break_pt_missed,distance_run,p1_streak,p2_streak,streak,score_sum_p1,score_sum_p2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,7.466666666666667,1,2,12,0,0,1,0,0,1,-1,-1,1,7,5,0,0,2,1,3,2,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,19.744,18.244,4,130.0,-1.0,1.0,-1.0,-1,2,1,1,0,2,-1,0,0,0,0,1.5,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,8.1,1,2,13,0,0,1,0,1,1,-1,-1,1,8,5,0,0,2,1,3,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,26.013,18.626,4,120.0,-1.0,1.0,-1.0,0,3,1,1,0,1,-1,0,0,0,0,7.3870000000000005,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,8.683333333333334,1,2,14,0,0,1,0,2,1,-1,-1,-1,8,6,0,0,2,1,3,3,F,0,0,2,1,1,2,1,1,0,0,0,0,0,0,10.667,7.112,3,128.0,-1.0,1.0,1.0,1,2,1,0,0,1,-1,0,0,0,0,3.5549999999999997,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,9.183333333333334,1,2,15,0,0,1,0,2,2,-1,-1,-1,8,7,0,0,2,1,3,3,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,3.399,2.237,1,130.0,-1.0,1.0,1.0,0,1,1,0,0,1,-1,0,0,0,0,1.162,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,9.616666666666667,1,2,16,0,0,1,0,2,3,-1,-2,1,9,7,0,0,2,1,3,3,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,5.3,4.307,2,97.0,-2.0,1.0,-1.0,-1,2,1,0,0,1,-1,0,0,0,0,0.9929999999999994,0.0,2.0,-2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,10.75,1,2,18,0,0,1,0,3,4,-1,-1,-1,9,9,-1,0,2,1,3,4,F,0,0,2,1,1,3,1,2,0,0,0,0,0,0,15.194,16.594,3,116.0,-1.0,1.0,1.0,-1,0,1,-1,0,1,-2,-1,0,0,0,-1.4000000000000004,0.0,1.0,-1.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,11.783333333333333,1,3,20,0,0,1,1,1,0,1,1,1,11,9,0,0,3,1,4,4,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,18.088,34.756,5,127.0,1.0,1.0,1.0,1,2,2,0,0,1,-2,-1,0,0,0,-16.668,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,12.283333333333333,1,3,21,0,0,1,1,2,0,1,1,-1,11,10,0,0,3,1,4,4,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,7.288,10.818,2,114.0,2.0,-1.0,1.0,2,1,2,0,0,1,-2,-1,0,0,0,-3.5299999999999994,2.0,0.0,2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,12.733333333333333,1,3,22,0,0,1,1,2,1,1,1,1,12,10,0,0,3,1,4,4,0,0,0,2,2,1,3,1,2,0,0,0,0,0,0,42.166,32.944,9,127.0,1.0,-1.0,-1.0,1,2,2,0,0,0,-2,-1,0,0,0,9.221999999999994,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,13.433333333333334,1,3,23,0,0,1,1,3,1,1,2,1,13,10,1,0,3,1,4,4,0,0,0,2,2,1,3,1,2,0,0,0,0,0,0,3.782,4.479,1,103.0,2.0,-1.0,1.0,2,3,2,0,0,0,-2,-1,0,0,0,-0.6970000000000001,1.0,0.0,1.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,15.516666666666667,1,4,24,0,0,2,1,0,0,-1,-2,-1,13,11,0,0,3,1,4,4,0,0,0,3,2,1,3,1,2,0,0,0,0,0,0,12.601,13.713,3,107.0,-2.0,1.0,1.0,0,2,2,0,0,1,-2,-1,0,0,0,-1.1119999999999983,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,16.25,1,4,25,0,0,2,1,0,1,-1,-1,-1,13,12,0,0,3,1,4,4,0,0,0,3,2,1,3,1,2,0,0,0,0,0,0,14.925,13.976,3,111.0,-2.0,1.0,1.0,-1,1,2,0,0,1,-2,-1,0,0,0,0.9489999999999998,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,17.816666666666666,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,3,2,5,6,F,0,0,3,2,1,3,1,2,0,0,0,0,0,0,15.352,29.366,5,116.0,1.0,1.0,-1.0,0,0,1,-1,0,1,-2,-1,0,0,0,-14.014,0.0,4.0,-4.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,18.416666666666668,1,5,29,0,0,2,2,1,0,1,1,1,15,14,0,0,3,2,5,6,0,0,0,3,2,1,3,1,2,0,0,0,0,0,0,4.285,8.276,1,129.0,1.0,-1.0,-1.0,1,1,1,-1,0,1,-2,-1,0,0,0,-3.9909999999999997,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,18.833333333333332,1,5,30,0,0,2,2,2,0,1,1,1,16,14,0,0,3,2,5,6,0,0,0,3,2,2,3,2,2,0,0,0,0,0,0,11.974,12.523,3,110.0,2.0,-1.0,-1.0,2,2,1,-1,0,1,-1,0,0,0,0,-0.5489999999999995,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,19.333333333333332,1,5,31,0,0,2,2,3,0,1,2,-1,16,15,0,0,3,2,5,6,0,0,0,4,2,2,3,2,2,0,0,0,0,0,0,5.609,6.965,2,113.0,2.0,-1.0,-1.0,3,1,1,-1,0,2,-1,0,0,0,0,-1.3559999999999999,3.0,0.0,3.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,20.05,1,5,32,0,0,2,2,3,1,1,2,-1,16,16,0,0,3,2,5,6,0,0,0,4,2,2,3,2,2,0,0,0,0,0,0,8.518,12.74,2,104.0,2.0,-1.0,1.0,2,0,1,-1,0,2,-1,0,0,0,0,-4.2219999999999995,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,20.916666666666668,1,5,33,0,0,2,2,3,2,1,1,-1,16,17,0,0,3,2,5,6,0,0,0,5,2,2,3,2,2,0,0,0,0,0,0,8.859,11.439,2,111.0,1.0,1.0,1.0,1,-1,1,-1,0,3,-1,0,0,0,0,-2.58,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,21.45,1,5,34,0,0,2,2,3,3,1,2,1,17,17,0,0,3,2,5,6,0,0,0,5,2,3,3,3,2,0,0,0,0,0,0,30.782,25.6,5,97.0,1.0,1.0,1.0,0,0,1,-1,0,3,0,1,0,0,0,5.181999999999999,0.0,3.0,-3.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,22.316666666666666,1,5,35,0,0,2,2,4,3,1,1,1,18,17,1,0,3,2,5,6,0,0,0,5,2,4,3,4,2,0,0,0,0,0,0,6.824,9.574,1,114.0,1.0,-1.0,1.0,1,1,1,-1,0,3,1,2,0,0,0,-2.75,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,24.366666666666667,1,6,36,0,0,3,2,0,0,-1,-1,-1,18,18,0,0,3,2,5,6,0,0,0,5,2,4,3,4,2,0,0,0,0,0,0,7.809,6.11,1,110.0,-1.0,-1.0,1.0,0,0,1,-1,0,3,1,2,0,0,0,1.6989999999999998,2.0,0.0,2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,24.883333333333333,1,6,37,0,0,3,2,0,1,-1,-2,1,19,18,0,0,3,2,5,6,0,0,0,5,3,4,3,4,2,0,0,0,0,0,0,29.094,29.593,6,90.0,-2.0,1.0,1.0,-1,1,1,-1,0,2,1,2,0,0,0,-0.4989999999999988,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.083333333333332,1,6,38,0,0,3,2,1,1,-1,-1,-1,19,19,0,0,3,2,5,6,0,0,0,5,3,4,3,4,2,0,0,0,0,0,0,6.815,5.189,1,125.0,-1.0,1.0,-1.0,0,0,1,-1,0,2,1,2,0,0,0,1.6260000000000003,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.5,1,6,39,0,0,3,2,1,2,-1,-1,-1,19,20,0,0,3,2,5,6,0,0,0,5,3,4,3,4,2,0,0,0,0,0,0,2.678,2.617,1,127.0,-1.0,1.0,1.0,-1,-1,1,-1,0,2,1,2,0,0,0,0.06099999999999994,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.933333333333334,1,6,40,0,0,3,2,1,3,-1,-2,-1,19,21,-1,0,3,2,5,6,0,0,0,5,3,4,3,4,2,0,0,0,0,0,0,5.043,4.667,1,111.0,-2.0,1.0,1.0,-2,-2,1,-1,0,2,1,2,0,0,0,0.37600000000000033,0.0,2.0,-2.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,27.7,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,3,2,6,6,B,0,0,5,3,4,4,4,2,0,0,0,0,0,0,34.233,32.677,9,107.0,2.0,-1.0,-1.0,0,-1,1,0,0,2,0,2,0,0,0,1.5559999999999974,0.0,3.0,-3.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,28.616666666666667,1,7,42,0,0,3,3,1,0,1,1,1,21,21,0,0,3,2,6,6,0,0,0,5,4,4,5,4,2,0,0,0,0,0,0,9.872,19.138,3,120.0,1.0,-1.0,-1.0,1,0,1,0,0,1,-1,2,0,0,0,-9.266000000000002,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,29.1,1,7,43,0,0,3,3,2,0,1,1,1,22,21,0,0,3,2,7,6,F,0,0,5,4,4,5,4,2,0,0,0,0,0,0,6.277,11.043,3,115.0,1.0,1.0,-1.0,2,1,1,1,0,1,-1,2,0,0,0,-4.765999999999999,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,29.533333333333335,1,7,44,0,0,3,3,3,0,1,2,-1,22,22,0,0,3,2,7,6,0,0,0,5,4,4,5,4,2,0,0,0,0,0,0,18.076,18.664,6,104.0,2.0,-1.0,1.0,3,0,1,1,0,1,-1,2,0,0,0,-0.588000000000001,3.0,0.0,3.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,30.283333333333335,1,7,45,0,0,3,3,3,1,1,2,1,23,22,1,0,3,2,7,6,0,0,0,5,4,4,6,4,2,0,0,0,0,0,0,31.727,25.324,5,101.0,1.0,-1.0,1.0,2,1,1,1,0,1,-2,2,0,0,0,6.402999999999999,0.0,1.0,-1.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,32.56666666666667,1,8,46,0,0,4,3,0,0,-1,-1,-1,23,23,0,0,3,2,7,6,0,0,0,5,4,4,6,4,2,0,0,0,0,0,0,5.879,4.853,1,132.0,-1.0,-1.0,-1.0,0,0,1,1,0,1,-2,2,0,0,0,1.0259999999999998,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,33.96666666666667,1,8,49,0,0,4,3,1,2,-1,-2,1,25,24,0,0,3,3,7,7,0,0,1,5,6,4,6,4,2,0,0,0,0,0,0,17.838,18.464,6,101.0,-2.0,1.0,-1.0,-1,1,0,0,-1,-1,-2,2,0,0,0,-0.6259999999999977,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,34.766666666666666,1,8,50,0,0,4,3,2,2,-1,-2,1,26,24,0,0,3,3,8,7,F,0,1,5,6,4,7,4,2,0,0,0,0,0,0,61.781,54.356,16,106.0,-1.0,1.0,-1.0,0,2,0,1,-1,-1,-3,2,0,0,0,7.424999999999997,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,36.03333333333333,1,8,51,0,0,4,3,3,2,-1,-2,1,27,24,1,0,3,3,8,7,0,0,1,5,7,4,7,4,2,1,0,1,0,0,0,29.677,19.121,6,106.0,-1.0,1.0,1.0,1,3,0,1,-1,-2,-3,2,1,1,0,10.556000000000001,2.0,0.0,2.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,37.3,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,3,3,8,7,0,0,1,5,7,4,7,4,2,1,0,1,0,0,0,3.341,4.725,1,115.0,2.0,-1.0,1.0,0,4,0,1,-1,-2,-3,2,1,1,0,-1.3839999999999995,3.0,0.0,3.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,37.733333333333334,1,9,53,0,0,5,3,1,0,1,2,-1,28,25,0,0,3,3,8,7,0,0,1,5,7,4,7,4,2,1,0,1,0,0,0,5.528,7.524,2,100.0,2.0,-1.0,1.0,1,3,0,1,-1,-2,-3,2,1,1,0,-1.9960000000000004,4.0,0.0,4.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,38.43333333333333,1,9,54,0,0,5,3,1,1,1,1,1,29,25,0,0,3,3,8,7,0,0,1,5,7,4,7,4,2,1,0,1,0,0,0,4.227,6.116,1,122.0,2.0,-1.0,1.0,0,4,0,1,-1,-2,-3,2,1,1,0,-1.8889999999999993,0.0,1.0,-1.0,4.0,1.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,38.9,1,9,55,0,0,5,3,2,1,1,1,-1,29,26,0,0,3,3,8,7,0,0,1,5,7,5,7,4,2,1,0,1,0,0,0,11.654,11.702,4,115.0,1.0,-1.0,-1.0,1,3,0,1,-1,-2,-2,2,1,1,0,-0.04800000000000004,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,39.483333333333334,1,9,56,0,0,5,3,2,2,1,1,1,30,26,0,0,3,3,8,7,0,0,1,5,7,6,7,5,2,1,0,1,0,0,0,11.34,11.519,3,129.0,1.0,-1.0,-1.0,0,4,0,1,-1,-2,-1,3,1,1,0,-0.17900000000000027,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,40.55,1,9,58,0,0,5,3,3,3,1,1,1,31,27,0,0,3,3,8,7,0,0,1,6,7,7,8,5,2,1,0,1,0,0,0,31.428,29.751,7,114.0,2.0,-1.0,1.0,0,4,0,1,-1,-1,-1,3,1,1,0,1.6769999999999996,0.0,1.0,-1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,41.38333333333333,1,9,59,0,0,5,3,4,3,1,2,-1,31,28,0,0,3,3,8,8,F,0,1,6,7,7,9,5,3,1,0,1,0,0,0,16.514,17.962,4,88.0,2.0,-1.0,-1.0,1,3,0,0,-1,-1,-2,2,1,1,0,-1.4480000000000004,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,42.516666666666666,1,9,60,0,0,5,3,3,3,1,1,-1,31,29,0,0,3,3,8,9,F,0,1,6,7,7,10,5,4,1,0,1,0,0,0,21.882,23.411,6,123.0,2.0,-1.0,1.0,0,2,0,-1,-1,-1,-3,1,1,1,0,-1.529,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,43.3,1,9,61,0,0,5,3,3,4,1,1,1,32,29,0,0,3,3,9,9,B,0,1,6,7,7,10,5,4,1,1,1,0,0,1,18.705,28.259,7,121.0,2.0,-1.0,-1.0,-1,3,0,0,-1,-1,-3,1,0,1,-1,-9.554000000000002,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,43.983333333333334,1,9,62,0,0,5,3,3,3,1,1,1,33,29,0,0,3,3,9,9,0,0,1,6,7,7,10,5,4,1,1,1,0,0,1,2.109,3.14,1,130.0,1.0,-1.0,-1.0,0,4,0,0,-1,-1,-3,1,0,1,-1,-1.0310000000000001,1.0,0.0,1.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,44.483333333333334,1,9,63,0,0,5,3,4,3,1,1,1,34,29,1,1,3,3,9,9,0,0,1,6,8,8,10,6,4,1,1,1,0,0,1,16.592,19.606,3,132.0,2.0,-1.0,-1.0,1,5,0,0,-1,-2,-2,2,0,1,-1,-3.014000000000003,2.0,0.0,2.0,3.0,2.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,47.86666666666667,2,1,66,1,0,0,0,0,2,-1,-1,-1,34,32,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,-1.0,1.0,1.0,-2,2,-1,-1,0,0,-1,-1,0,0,0,-0.19899999999999984,0.0,2.0,-2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,48.28333333333333,2,1,67,1,0,0,0,0,3,-1,-1,-1,34,33,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.33,6.471,1,122.0,-1.0,-1.0,1.0,-3,1,-1,-1,0,0,-1,-1,0,0,0,2.859,0.0,3.0,-3.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,49.63333333333333,2,2,69,1,0,0,1,1,0,1,2,1,36,33,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.754,3.715,1,102.0,2.0,-1.0,-1.0,1,3,0,0,0,0,-1,-1,0,0,0,-0.9609999999999999,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,50.233333333333334,2,2,70,1,0,0,1,2,0,1,2,-1,36,34,0,0,1,1,1,2,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.314,3.801,2,111.0,2.0,-1.0,1.0,2,2,0,-1,0,0,-1,-1,0,0,0,-0.4870000000000001,2.0,0.0,2.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,51.166666666666664,2,2,71,1,0,0,1,2,1,1,1,-1,36,35,0,0,1,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,35.48,40.171,12,118.0,2.0,-1.0,1.0,1,1,0,-1,0,1,-1,-1,0,0,0,-4.6910000000000025,0.0,1.0,-1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,52.35,2,2,73,1,0,0,1,3,2,1,2,-1,37,36,0,0,2,1,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,11.674,13.243,2,97.0,1.0,1.0,-1.0,1,1,1,0,0,2,-1,-1,0,0,0,-1.5690000000000008,1.0,0.0,1.0,2.0,3.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,53.1,2,2,74,1,0,0,1,3,3,1,2,-1,37,37,0,0,2,1,2,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,7.494,9.222,2,105.0,2.0,-1.0,1.0,0,0,1,0,0,3,-1,-1,0,0,0,-1.7279999999999998,0.0,1.0,-1.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,54.18333333333333,2,2,75,1,0,0,1,3,4,1,1,-1,37,38,-1,0,2,1,2,2,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,8.235,10.59,2,129.0,1.0,-1.0,-1.0,-1,-1,1,0,0,3,-1,-1,-1,-1,0,-2.3550000000000004,0.0,2.0,-2.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,54.93333333333333,2,3,76,1,0,0,2,0,0,-1,-1,-1,37,39,0,0,2,1,2,2,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,8.125,7.455,1,126.0,-1.0,-1.0,-1.0,0,-2,1,0,0,3,-1,-1,-1,-1,0,0.6699999999999999,0.0,3.0,-3.0,1.0,4.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,55.333333333333336,2,3,77,1,0,0,2,0,1,-1,-1,-1,37,40,0,0,2,1,2,2,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0,9.712,11.06,1,128.0,-1.0,-1.0,1.0,-1,-3,1,0,0,3,-1,-1,-1,-1,0,-1.3480000000000008,0.0,4.0,-4.0,0.0,5.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,55.833333333333336,2,3,78,1,0,0,2,0,2,-1,-1,-1,37,41,0,0,2,1,2,3,F,0,0,3,0,0,1,0,1,0,1,0,1,0,0,10.788,5.077,3,108.0,-2.0,1.0,-1.0,-2,-4,1,-1,0,3,-1,-1,-1,-1,0,5.711,0.0,5.0,-5.0,0.0,5.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,57.13333333333333,2,3,79,1,0,0,2,0,3,-1,-2,-1,37,42,-1,0,2,1,2,3,0,0,0,4,0,0,1,0,1,0,1,0,1,0,0,33.044,35.246,7,101.0,-1.0,-1.0,-1.0,-3,-5,1,-1,0,4,-1,-1,-1,-1,0,-2.2020000000000053,0.0,6.0,-6.0,0.0,5.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,59.36666666666667,2,4,80,1,0,0,3,0,0,1,2,-1,37,43,0,0,2,1,2,3,0,0,0,4,0,0,1,0,1,0,1,0,1,0,0,54.924,44.017,10,106.0,1.0,-1.0,1.0,0,-6,1,-1,0,4,-1,-1,-1,-1,0,10.906999999999996,0.0,7.0,-7.0,0.0,5.0
